state,county,current_votes,total_votes,percent
Georgia,Jasper County,7592,7644,100
Georgia,Jeff Davis County,5698,5771,100
Georgia,Jefferson County,7554,7642,100
Georgia,Jenkins County,3400,3455,100
Georgia,Johnson County,4034,4100,100
Georgia,Jones County,14842,14966,100
Georgia,Lamar County,8988,9039,100
Georgia,Lanier County,3519,3576,100
Georgia,Laurens County,22474,22729,100
Georgia,Lee County,16559,16714,100
Georgia,Liberty County,21091,21389,100
Georgia,Lincoln County,4593,4650,100
Georgia,Long County,5581,5656,100
Georgia,Lowndes County,45772,46355,100
Georgia,Lumpkin County,15363,15531,100
Georgia,McDuffie County,10370,10455,100
Georgia,McIntosh County,6602,6696,100
Georgia,Macon County,4593,4662,100
Georgia,Madison County,14798,14937,100
Georgia,Marion County,3599,3624,100
Georgia,Meriwether County,10778,10877,100
Georgia,Miller County,2781,2835,100
Georgia,Mitchell County,8871,8963,100
Georgia,Monroe County,15428,15592,100
Georgia,Montgomery County,3920,3966,100
Georgia,Morgan County,11627,11707,100
Georgia,Murray County,15151,15389,100
Georgia,Muscogee County,79550,80543,100
Georgia,Newton County,53778,54239,100
Georgia,Oconee County,25142,25168,100
Georgia,Oglethorpe County,8057,8131,100
Georgia,Paulding County,84548,85385,100
Georgia,Peach County,12432,12545,100
Georgia,Pickens County,16969,17116,100
Georgia,Pierce County,8941,9048,100
Georgia,Pike County,10649,10720,100
Georgia,Polk County,17235,17399,100
Georgia,Pulaski County,4005,4059,100
Georgia,Putnam County,11767,11855,100
Georgia,Quitman County,1086,1106,100
Georgia,Rabun County,9472,9568,100
Georgia,Randolph County,3041,3074,100
Georgia,Richmond County,85968,87016,100
Georgia,Rockdale County,44263,44686,100
Georgia,Schley County,2256,2275,100
Georgia,Screven County,6547,6628,100
Georgia,Seminole County,3838,3884,100
Georgia,Spalding County,29764,30116,100
Georgia,Stephens County,11768,11885,100
Georgia,Stewart County,1953,1990,100
Georgia,Sumter County,12022,12150,100
Georgia,Talbot County,3450,3522,100
Georgia,Taliaferro County,902,928,100
Georgia,Tattnall County,8091,8183,100
Georgia,Taylor County,3792,3839,100
Georgia,Telfair County,4255,4333,100
Georgia,Terrell County,4375,4416,100
Georgia,Thomas County,21600,21853,100
Georgia,Tift County,16092,16283,100
Georgia,Toombs County,10798,10914,100
Georgia,Towns County,7888,7979,100
Georgia,Treutlen County,3023,3077,100
Georgia,Troup County,29809,30059,100
Georgia,Turner County,3741,3792,100
Georgia,Twiggs County,4381,4444,100
Georgia,Union County,15378,15592,100
Georgia,Upson County,12784,12905,100
Georgia,Walker County,28999,29436,100
Georgia,Walton County,50738,50812,100
Georgia,Ware County,13979,14296,100
Georgia,Warren County,2614,2681,100
Georgia,Washington County,9279,9459,100
Georgia,Wayne County,12633,12778,100
Georgia,Webster County,1372,1390,100
Georgia,Wheeler County,2258,2285,100
Georgia,White County,14716,14816,100
Georgia,Whitfield County,36297,36746,100
Georgia,Wilcox County,3230,3281,100
Georgia,Wilkes County,4951,5029,100
Georgia,Wilkinson County,4704,4770,100
Georgia,Worth County,9210,9286,100
Idaho,Ada County,258014,259389,100
Idaho,Adams County,1561,2586,100
Idaho,Bannock County,39413,39553,100
Idaho,Bear Lake County,3301,3315,100
Idaho,Benewah County,4873,4973,100
Idaho,Bingham County,19835,20094,100
Idaho,Blaine County,13306,13306,100
Idaho,Boise County,4791,4820,100
Idaho,Bonner County,27021,27352,100
Idaho,Bonneville County,53028,53995,100
Idaho,Boundary County,6258,6313,100
Idaho,Butte County,1410,1415,100
Idaho,Camas County,675,754,100
Idaho,Canyon County,89597,90438,100
Idaho,Caribou County,3196,3416,100
Idaho,Cassia County,9586,9629,100
Idaho,Clark County,311,311,100
Idaho,Clearwater County,4379,4419,100
Idaho,Custer County,2708,2739,100
Idaho,Elmore County,10119,10205,100
Idaho,Franklin County,6614,6664,100
Idaho,Fremont County,6706,6719,100
Idaho,Gem County,9912,9958,100
Idaho,Gooding County,6039,6050,100
Idaho,Idaho County,9481,9602,100
Idaho,Jefferson County,14066,14173,100
Idaho,Jerome County,7788,7812,100
Idaho,Kootenai County,87955,89878,100
Idaho,Latah County,20593,20593,100
Idaho,Lemhi County,4702,4738,100
Idaho,Lewis County,1848,1870,100
Idaho,Lincoln County,1931,1940,100
Idaho,Madison County,16941,17112,100
Idaho,Minidoka County,7923,7993,100
Idaho,Nez Perce County,20836,20967,100
Idaho,Oneida County,2414,2451,100
Idaho,Owyhee County,4741,4742,100
Idaho,Payette County,11233,11293,100
Idaho,Power County,3055,3086,100
Idaho,Shoshone County,5929,6049,100
Idaho,Teton County,6310,6347,100
Idaho,Twin Falls County,36040,36680,100
Idaho,Valley County,7036,7063,100
Idaho,Washington County,5351,5351,100
Illinois,Adams County,33277,32202,95
Illinois,Alexander County,2550,3010,85
Illinois,Bond County,8054,1160,99
Illinois,Boone County,24662,22910,95
Illinois,Brown County,2488,2604,95
Illinois,Bureau County,17241,18093,95
Illinois,Calhoun County,2692,2827,95
Illinois,Carroll County,7914,1062,99
Illinois,Cass County,5232,5603,93
Illinois,Champaign County,94825,101437,93
Illinois,Christian County,15972,16962,94
Illinois,Clark County,8248,8656,95
Illinois,Clay County,6709,6971,95
Illinois,Clinton County,19001,17465,95
Illinois,Coles County,22329,21851,95
Illinois,Cook County,2289749,2417649,95
Illinois,Crawford County,9321,9574,95
Illinois,Cumberland County,5779,6100,95
Illinois,DeKalb County,47505,43345,95
Illinois,De Witt County,7900,7552,95
Illinois,Douglas County,8646,8970,95
Illinois,DuPage County,483769,474506,95
Illinois,Edgar County,8057,8656,93
Illinois,Edwards County,3274,3670,89
Illinois,Effingham County,18825,17654,95
Illinois,Fayette County,9935,10033,99
Illinois,Ford County,6879,6997,95
Illinois,Franklin County,18353,20497,90
Illinois,Fulton County,16482,17278,95
Illinois,Gallatin County,2539,2980,85
Illinois,Greene County,6053,6137,95
Illinois,Grundy County,26312,26400,99
Illinois,Hamilton County,4158,4588,91
Illinois,Hancock County,9236,9121,95
Illinois,Hardin County,2073,2514,82
Illinois,Henderson County,3567,3885,92
Illinois,Henry County,25291,24559,95
Illinois,Iroquois County,13862,14348,95
Illinois,Jackson County,22448,27180,83
Illinois,Jasper County,5449,5643,95
Illinois,Jefferson County,16990,18631,91
Illinois,Jersey County,11649,12076,95
Illinois,Jo Daviess County,12271,11314,95
Illinois,Johnson County,6335,6442,98
Illinois,Kane County,230012,220744,99
Illinois,Kankakee County,49454,47156,95
Illinois,Kendall County,63378,59861,95
Illinois,Knox County,22846,25236,91
Illinois,Lake County,332288,334925,95
Illinois,LaSalle County,52875,54372,95
Illinois,Lawrence County,6257,6688,94
Illinois,Lee County,16205,16895,95
Illinois,Livingston County,16933,5933,99
Illinois,Logan County,13145,13117,99
Illinois,McDonough County,12148,13084,93
Illinois,McHenry County,162846,159365,95
Illinois,McLean County,86511,89415,95
Illinois,Macon County,48949,45131,99
Illinois,Macoupin County,23681,24534,95
Illinois,Madison County,135577,129785,95
Illinois,Marion County,17261,18728,92
Illinois,Marshall County,6192,6557,94
Illinois,Mason County,6665,2476,99
Illinois,Massac County,6713,6803,99
Illinois,Menard County,6848,6516,95
Illinois,Mercer County,8751,9326,94
Illinois,Monroe County,21019,19258,95
Illinois,Montgomery County,13439,14217,95
Illinois,Morgan County,15155,16167,94
Illinois,Moultrie County,6676,6879,95
Illinois,Ogle County,26066,26350,95
Illinois,Peoria County,83633,82264,99
Illinois,Perry County,9904,10817,92
Illinois,Piatt County,9762,9044,95
Illinois,Pike County,7820,7690,99
Illinois,Pope County,2129,2386,89
Illinois,Pulaski County,2576,3260,79
Illinois,Putnam County,3297,3345,99
Illinois,Randolph County,14678,15565,94
Illinois,Richland County,7913,7710,95
Illinois,Rock Island County,66168,64602,95
Illinois,St. Clair County,126941,121541,95
Illinois,Saline County,10795,12471,87
Illinois,Sangamon County,104321,108902,95
Illinois,Schuyler County,3846,3908,98
Illinois,Scott County,2683,2867,94
Illinois,Shelby County,11945,11901,99
Illinois,Stark County,2829,2999,94
Illinois,Stephenson County,21798,21446,99
Illinois,Tazewell County,68437,64441,95
Illinois,Union County,8801,8896,99
Illinois,Vermilion County,31325,33748,93
Illinois,Wabash County,5489,5992,92
Illinois,Warren County,7801,7792,95
Illinois,Washington County,7773,8163,95
Illinois,Wayne County,8309,9125,91
Illinois,White County,7274,8055,90
Illinois,Whiteside County,26992,27910,95
Illinois,Will County,342015,328279,99
Illinois,Williamson County,33128,31875,95
Illinois,Winnebago County,126388,119319,95
Illinois,Woodford County,21141,19789,95
Illinois,Cook Suburbs,1158720,1221698,95
Iowa,Adair County,4141,4184,100
Iowa,Adams County,2156,2160,100
Iowa,Allamakee County,7335,7462,100
Iowa,Appanoose County,6384,6516,100
Iowa,Audubon County,3371,3420,100
Iowa,Benton County,14483,14642,100
Iowa,Black Hawk County,65976,66593,100
Iowa,Boone County,15183,15340,100
Iowa,Bremer County,14445,14546,100
Iowa,Buchanan County,10699,10774,100
Iowa,Buena Vista County,7987,8167,100
Iowa,Butler County,8007,8098,100
Iowa,Calhoun County,5205,5258,100
Iowa,Carroll County,11151,11335,100
Iowa,Cass County,7158,7276,100
Iowa,Cedar County,10535,10703,100
Iowa,Cerro Gordo County,23514,24839,95
Iowa,Cherokee County,6421,6518,100
Iowa,Chickasaw County,6578,6631,100
Iowa,Clarke County,4605,4670,100
Iowa,Clay County,8859,8969,100
Iowa,Clayton County,9518,9594,100
Iowa,Clinton County,24336,24687,100
Iowa,Crawford County,7000,7154,100
Iowa,Dallas County,55541,56022,100
Iowa,Davis County,4039,4102,100
Iowa,Decatur County,3737,3804,100
Iowa,Delaware County,9932,10003,100
Iowa,Des Moines County,19587,19956,100
Iowa,Dickinson County,11180,11244,100
Iowa,Dubuque County,53043,53926,100
Iowa,Emmet County,4796,4853,100
Iowa,Fayette County,10095,10186,100
Iowa,Floyd County,7964,8032,100
Iowa,Franklin County,5059,5130,100
Iowa,Fremont County,3807,3857,100
Iowa,Greene County,4990,5057,100
Iowa,Grundy County,7212,7276,100
Iowa,Guthrie County,6321,6371,100
Iowa,Hamilton County,7866,7943,100
Iowa,Hancock County,6075,6172,100
Iowa,Hardin County,8838,8989,100
Iowa,Harrison County,8004,8155,100
Iowa,Henry County,9758,9982,100
Iowa,Howard County,4906,4951,99
Iowa,Humboldt County,5262,5327,100
Iowa,Ida County,3815,3849,100
Iowa,Iowa County,9624,9742,100
Iowa,Jackson County,10908,11135,100
Iowa,Jasper County,20008,20184,100
Iowa,Jefferson County,8798,8959,100
Iowa,Johnson County,82591,83851,100
Iowa,Jones County,10898,10989,100
Iowa,Keokuk County,5208,5303,100
Iowa,Kossuth County,9006,9090,100
Iowa,Lee County,16541,16734,100
Iowa,Linn County,126376,127458,100
Iowa,Louisa County,5255,5332,100
Iowa,Lucas County,4542,4630,100
Iowa,Lyon County,6749,6863,100
Iowa,Madison County,9717,9824,100
Iowa,Mahaska County,11220,11404,100
Iowa,Marion County,19047,19232,100
Iowa,Marshall County,17851,18136,100
Iowa,Mills County,8150,8268,100
Iowa,Mitchell County,5802,5822,100
Iowa,Monona County,4656,4728,100
Iowa,Monroe County,4008,4088,100
Iowa,Montgomery County,5297,5327,100
Iowa,Muscatine County,20428,20671,100
Iowa,O'Brien County,7458,7551,100
Iowa,Osceola County,3262,3328,100
Iowa,Page County,7435,7528,100
Iowa,Palo Alto County,4932,4958,100
Iowa,Plymouth County,14028,14188,100
Iowa,Pocahontas County,3774,3823,100
Iowa,Polk County,256069,258755,100
Iowa,Pottawattamie County,45033,45744,100
Iowa,Poweshiek County,10035,10140,100
Iowa,Ringgold County,2693,2714,100
Iowa,Sac County,5478,5535,100
Iowa,Scott County,91540,92599,100
Iowa,Shelby County,6691,6795,100
Iowa,Sioux County,18886,19051,100
Iowa,Story County,50469,51038,100
Iowa,Tama County,8962,9048,100
Iowa,Taylor County,3210,3249,100
Iowa,Union County,6119,6185,100
Iowa,Van Buren County,3751,3792,100
Iowa,Wapello County,15334,15633,100
Iowa,Warren County,30680,31039,100
Iowa,Washington County,11649,11765,100
Iowa,Wayne County,3051,3109,100
Iowa,Webster County,17616,17822,100
Iowa,Winnebago County,5922,5970,100
Iowa,Winneshiek County,11956,12064,100
Iowa,Woodbury County,44472,45362,100
Iowa,Worth County,4372,4418,100
Iowa,Wright County,6186,6254,100
Kansas,Allen County,5796,7429,78
Kansas,Anderson County,3678,3664,99
Kansas,Atchison County,7293,362,99
Kansas,Barber County,2294,2507,92
Kansas,Barton County,10914,10891,99
Kansas,Bourbon County,6485,6776,95
Kansas,Brown County,4361,4377,95
Kansas,Butler County,31889,31708,99
Kansas,Chase County,1475,1484,95
Kansas,Chautauqua County,1617,1768,91
Kansas,Cherokee County,8875,8925,99
Kansas,Cheyenne County,1445,1621,89
Kansas,Clark County,1039,1156,90
Kansas,Clay County,4098,4342,94
Kansas,Cloud County,4137,4609,90
Kansas,Coffey County,4412,4442,99
Kansas,Comanche County,904,1006,90
Kansas,Cowley County,13947,13779,95
Kansas,Crawford County,16564,15950,99
Kansas,Decatur County,1447,1742,83
Kansas,Dickinson County,9177,9158,99
Kansas,Doniphan County,3610,3690,95
Kansas,Douglas County,57492,56097,95
Kansas,Edwards County,1407,1502,94
Kansas,Elk County,1332,1484,90
Kansas,Ellis County,13473,13323,99
Kansas,Ellsworth County,2803,2939,95
Kansas,Finney County,11370,11017,95
Kansas,Ford County,8775,9068,95
Kansas,Franklin County,12164,11912,95
Kansas,Geary County,9234,8912,95
Kansas,Gove County,1423,1572,91
Kansas,Graham County,1294,1523,85
Kansas,Grant County,2426,2591,94
Kansas,Gray County,2231,2241,95
Kansas,Greeley County,614,761,81
Kansas,Greenwood County,3018,3080,95
Kansas,Hamilton County,830,951,87
Kansas,Harper County,2593,2796,93
Kansas,Harvey County,17007,16719,99
Kansas,Haskell County,1379,1514,91
Kansas,Hodgeman County,1028,1205,85
Kansas,Jackson County,6454,6422,99
Kansas,Jefferson County,9550,9545,99
Kansas,Jewell County,1595,1624,95
Kansas,Johnson County,347336,340000,95
Kansas,Kearny County,1393,1503,93
Kansas,Kingman County,3904,3922,99
Kansas,Kiowa County,1138,1298,88
Kansas,Labette County,8369,8792,95
Kansas,Lane County,882,1006,88
Kansas,Leavenworth County,35991,36000,95
Kansas,Lincoln County,1559,1686,92
Kansas,Linn County,4870,4398,99
Kansas,Logan County,1430,1472,95
Kansas,Lyon County,13572,13971,95
Kansas,McPherson County,13819,14486,95
Kansas,Marion County,5973,5890,99
Kansas,Marshall County,4950,5020,99
Kansas,Meade County,1790,1865,95
Kansas,Miami County,17576,17079,95
Kansas,Mitchell County,3030,3371,90
Kansas,Montgomery County,13085,13460,95
Kansas,Morris County,2841,2846,95
Kansas,Morton County,1148,1386,83
Kansas,Nemaha County,5612,5578,99
Kansas,Neosho County,6574,7026,94
Kansas,Ness County,1476,1484,99
Kansas,Norton County,2367,2386,99
Kansas,Osage County,7824,7883,99
Kansas,Osborne County,1893,2090,91
Kansas,Ottawa County,3158,3335,95
Kansas,Pawnee County,2703,2886,94
Kansas,Phillips County,3265,3278,99
Kansas,Pottawatomie County,12804,18500,69
Kansas,Pratt County,4093,4026,99
Kansas,Rawlins County,1487,1674,89
Kansas,Reno County,27116,27148,99
Kansas,Republic County,2622,3053,86
Kansas,Rice County,4216,4169,99
Kansas,Riley County,23927,24116,95
Kansas,Rooks County,2710,3054,89
Kansas,Rush County,1661,1785,93
Kansas,Russell County,3390,3409,99
Kansas,Saline County,23857,23742,99
Kansas,Scott County,2316,2302,99
Kansas,Sedgwick County,212313,211443,95
Kansas,Seward County,5002,5613,89
Kansas,Shawnee County,85556,85621,95
Kansas,Sheridan County,1389,1490,93
Kansas,Sherman County,2646,2840,93
Kansas,Smith County,2086,2215,94
Kansas,Stafford County,2010,2156,93
Kansas,Stanton County,755,823,92
Kansas,Stevens County,1974,2206,89
Kansas,Sumner County,10766,10730,99
Kansas,Thomas County,3771,3768,99
Kansas,Trego County,1591,1794,89
Kansas,Wabaunsee County,3844,3851,99
Kansas,Wallace County,810,907,89
Kansas,Washington County,2838,2827,99
Kansas,Wichita County,955,1070,89
Kansas,Wilson County,3900,4031,95
Kansas,Woodson County,1489,1492,99
Kansas,Wyandotte County,54595,56778,95
Kentucky,Adair County,8724,8768,100
Kentucky,Allen County,9301,9364,100
Kentucky,Anderson County,13235,13254,100
Kentucky,Ballard County,4227,4227,100
Kentucky,Barren County,20022,20064,100
Kentucky,Bath County,5610,5627,100
Kentucky,Bell County,9947,10044,100
Kentucky,Boone County,66957,66998,100
Kentucky,Bourbon County,9648,9648,100
Kentucky,Boyd County,21755,21755,100
Kentucky,Boyle County,14466,14478,100
Kentucky,Bracken County,4232,4246,100
Kentucky,Breathitt County,5613,5661,100
Kentucky,Breckinridge County,10199,10201,100
Kentucky,Bullitt County,41882,41998,100
Kentucky,Butler County,6123,6125,100
Kentucky,Caldwell County,6425,6434,100
Kentucky,Calloway County,17479,17475,100
Kentucky,Campbell County,48882,48880,100
Kentucky,Carlisle County,2642,2642,100
Kentucky,Carroll County,4115,4136,100
Kentucky,Carter County,11548,11586,100
Kentucky,Casey County,7152,7295,100
Kentucky,Christian County,23790,23863,100
Kentucky,Clark County,18128,18139,100
Kentucky,Clay County,7568,7591,100
Kentucky,Clinton County,4902,4932,100
Kentucky,Crittenden County,4236,4242,100
Kentucky,Cumberland County,3277,3309,100
Kentucky,Daviess County,49289,49287,100
Kentucky,Edmonson County,6123,6132,100
Kentucky,Elliott County,2966,2995,100
Kentucky,Estill County,6537,6540,100
Kentucky,Fayette County,153214,153150,100
Kentucky,Fleming County,7039,7002,99
Kentucky,Floyd County,16284,16353,100
Kentucky,Franklin County,26116,26113,100
Kentucky,Fulton County,2408,2426,100
Kentucky,Gallatin County,3844,3849,100
Kentucky,Garrard County,8693,8706,100
Kentucky,Grant County,11082,11108,100
Kentucky,Graves County,16962,17019,100
Kentucky,Grayson County,11962,11985,100
Kentucky,Green County,5892,5892,100
Kentucky,Greenup County,18136,18176,100
Kentucky,Hancock County,4578,4587,100
Kentucky,Hardin County,48949,48949,100
Kentucky,Harlan County,10922,10971,100
Kentucky,Harrison County,8844,8859,100
Kentucky,Hart County,8348,8370,100
Kentucky,Henderson County,20683,20697,100
Kentucky,Henry County,8092,8110,100
Kentucky,Hickman County,2192,2199,100
Kentucky,Hopkins County,21468,21512,100
Kentucky,Jackson County,6094,6113,100
Kentucky,Jefferson County,386961,386961,100
Kentucky,Jessamine County,26326,26326,100
Kentucky,Johnson County,10160,10192,100
Kentucky,Kenton County,82185,82198,100
Kentucky,Knott County,6200,6252,100
Kentucky,Knox County,13240,13273,100
Kentucky,Larue County,7291,7301,100
Kentucky,Laurel County,28136,28136,100
Kentucky,Lawrence County,6922,6955,100
Kentucky,Lee County,2564,2801,100
Kentucky,Leslie County,4792,4813,100
Kentucky,Letcher County,9077,9135,100
Kentucky,Lewis County,5857,5883,100
Kentucky,Lincoln County,10893,10914,100
Kentucky,Livingston County,4997,5004,100
Kentucky,Logan County,12323,12350,100
Kentucky,Lyon County,4229,4229,100
Kentucky,McCracken County,33557,33557,100
Kentucky,McCreary County,6390,6438,100
Kentucky,McLean County,4775,4782,100
Kentucky,Madison County,44015,44015,100
Kentucky,Magoffin County,5426,5447,100
Kentucky,Marion County,8892,8928,100
Kentucky,Marshall County,17607,17607,100
Kentucky,Martin County,3925,3930,100
Kentucky,Mason County,7929,7958,100
Kentucky,Meade County,14065,14113,100
Kentucky,Menifee County,3076,3102,100
Kentucky,Mercer County,11704,11735,100
Kentucky,Metcalfe County,4969,5012,100
Kentucky,Monroe County,5274,5330,100
Kentucky,Montgomery County,12816,12842,100
Kentucky,Morgan County,5518,5544,100
Kentucky,Muhlenberg County,14158,14235,100
Kentucky,Nelson County,23204,23256,100
Kentucky,Nicholas County,3388,3396,100
Kentucky,Ohio County,11078,11129,100
Kentucky,Oldham County,38066,38066,100
Kentucky,Owen County,5446,5458,100
Kentucky,Owsley County,1876,1896,100
Kentucky,Pendleton County,6913,6925,100
Kentucky,Perry County,10533,10626,100
Kentucky,Pike County,25258,25395,100
Kentucky,Powell County,5493,5505,100
Kentucky,Pulaski County,31513,31557,100
Kentucky,Robertson County,1139,1146,100
Kentucky,Rockcastle County,7755,7784,100
Kentucky,Rowan County,10042,10065,100
Kentucky,Russell County,8916,8955,100
Kentucky,Scott County,28967,28967,100
Kentucky,Shelby County,23591,23591,100
Kentucky,Simpson County,8699,8732,100
Kentucky,Spencer County,11407,11433,100
Kentucky,Taylor County,12496,12517,100
Kentucky,Todd County,5332,5363,100
Kentucky,Trigg County,7368,7376,100
Kentucky,Trimble County,4302,4320,100
Kentucky,Union County,6553,6577,100
Kentucky,Warren County,55430,55430,100
Kentucky,Washington County,6193,6225,100
Kentucky,Wayne County,9150,9240,100
Kentucky,Webster County,5976,5993,100
Kentucky,Whitley County,15298,15356,100
Kentucky,Wolfe County,2985,2985,100
Kentucky,Woodford County,15249,15249,100
Louisiana,Acadia Parish,27499,28425,100
Louisiana,Allen Parish,9423,9810,100
Louisiana,Ascension Parish,60627,62325,100
Louisiana,Assumption Parish,10602,11235,100
Louisiana,Avoyelles Parish,16313,17292,100
Louisiana,Beauregard Parish,15755,16357,100
Louisiana,Bienville Parish,6814,7050,100
Louisiana,Bossier Parish,53200,54655,100
Louisiana,Caddo Parish,102046,104912,100
Louisiana,Calcasieu Parish,80267,82663,100
Louisiana,Caldwell Parish,4586,4762,100
Louisiana,Cameron Parish,3936,4039,100
Louisiana,Catahoula Parish,4622,4858,100
Louisiana,Claiborne Parish,6286,6580,100
Louisiana,Concordia Parish,8252,8828,100
Louisiana,De Soto Parish,14336,14736,100
Louisiana,East Baton Rouge Parish,203954,208182,100
Louisiana,East Carroll Parish,2868,3036,100
Louisiana,East Feliciana Parish,10097,10509,100
Louisiana,Evangeline Parish,14375,15412,100
Louisiana,Franklin Parish,9307,9720,100
Louisiana,Grant Parish,9047,9392,100
Louisiana,Iberia Parish,31180,32713,100
Louisiana,Iberville Parish,15818,16719,100
Louisiana,Jackson Parish,7406,7632,100
Louisiana,Jefferson Parish,185983,193733,100
Louisiana,Jefferson Davis Parish,14359,14841,100
Louisiana,Lafayette Parish,111505,114521,100
Louisiana,Lafourche Parish,43702,45388,100
Louisiana,LaSalle Parish,6845,7077,100
Louisiana,Lincoln Parish,18656,19275,100
Louisiana,Livingston Parish,63764,65230,100
Louisiana,Madison Parish,4441,4670,100
Louisiana,Morehouse Parish,10932,11574,100
Louisiana,Natchitoches Parish,15985,16554,100
Louisiana,Orleans Parish,167935,177819,100
Louisiana,Ouachita Parish,66726,69166,100
Louisiana,Plaquemines Parish,10648,11014,100
Louisiana,Pointe Coupee Parish,11762,12371,100
Louisiana,Rapides Parish,56648,58865,100
Louisiana,Red River Parish,3995,4132,100
Louisiana,Richland Parish,9424,9940,100
Louisiana,Sabine Parish,10180,10596,100
Louisiana,St. Bernard Parish,16859,17650,100
Louisiana,St. Charles Parish,27462,28517,100
Louisiana,St. Helena Parish,5809,6158,100
Louisiana,St. James Parish,11882,12590,100
Louisiana,St. John the Baptist Parish,20295,21432,100
Louisiana,St. Landry Parish,38917,41154,100
Louisiana,St. Martin Parish,25861,27038,100
Louisiana,St. Mary Parish,22203,23186,100
Louisiana,St. Tammany Parish,136953,140110,100
Louisiana,Tangipahoa Parish,55831,57661,100
Louisiana,Tensas Parish,2404,2554,100
Louisiana,Terrebonne Parish,44421,46240,100
Louisiana,Union Parish,10712,11201,100
Louisiana,Vermilion Parish,26181,27324,100
Louisiana,Vernon Parish,16569,17268,100
Louisiana,Washington Parish,18858,19513,100
Louisiana,Webster Parish,17652,18216,100
Louisiana,West Baton Rouge Parish,13711,14097,100
Louisiana,West Carroll Parish,4831,5052,100
Louisiana,West Feliciana Parish,6084,6268,100
Louisiana,Winn Parish,5942,6225,100
Maine,Aroostook Cty Townships,290,292,100
Maine,Franklin Cty Townships,52,52,100
Maine,Hancock Cty Townships,13,13,100
Maine,Oxford Cty Townships,325,333,100
Maine,Penobscot Cty Townships,506,506,100
Maine,Piscataquis Cty Townshps,84,87,100
Maine,Somerset Cty Townships,243,243,100
Maine,Washington Cty Townships,30,30,100
Maine,Indian Township Vtng Dst,262,263,100
Maine,Oxbow Plt.,35,35,100
Maine,Pleasant Point Votng Dst,233,235,100
Maine,Auburn,12285,12285,100
Maine,Durham,2803,2803,100
Maine,Greene,2642,2642,100
Maine,Leeds,1362,1362,100
Maine,Lewiston,17380,17388,100
Maine,Lisbon,5251,5251,100
Maine,Livermore,1379,1394,100
Maine,Livermore Falls,1394,1531,91
